reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e876fe70-d9bd-4c18-9179-468422427ea0,Naili Ashren,https://play-lh.googleusercontent.com/a-/ALV-UjVYL4XadgY80-z9W7HkVtkKPjtq_hNpnlHW0ifdr8xRMJIaMRZF,slow!!!!,1,0,4.6,2025-05-03 06:35:09,,,4.6
6b11fc3f-394f-405d-9fbf-56c5d7fe4ec9,Saiful Azhar,https://play-lh.googleusercontent.com/a/ACg8ocJP3Eq3y_MNSfcHh1unyhKpQ9hk3dvxusv7Lz7of5l9BpmxZQ=mo,ok,5,0,4.6,2025-03-13 11:59:57,,,4.6
dbb876e7-37b2-41a6-8a39-ad01c8598ed9,Ridz Wan,https://play-lh.googleusercontent.com/a-/ALV-UjXn3TCPO-Urm7g2vlCNTi55mdy4TQM4NOb1w5GpuC4yEtYxNVJy,ok,5,0,4.6,2025-03-04 00:50:39,,,4.6
6f63b42f-7dec-4c33-85e3-7c968a7b6c28,Hardi Febri,https://play-lh.googleusercontent.com/a-/ALV-UjWMs6z-cI6tn-IMAtMNjrw-Xe36hzqaC7RR0CPVf4ACVF8qIMcq,good,5,0,4.6,2025-03-01 18:54:29,,,4.6
a9eff240-06cd-4f4d-955f-4fdcef457106,The McGraths,https://play-lh.googleusercontent.com/a-/ALV-UjXtmgrKVC8zPRjGw70jkIePNDkbzKff_J4I2rS4lozXV83jvEir,"Doesn't work. Try to select departure airport and the app just hangs. Useless. AirAsia app is bad, but at least theirs works. Deleted..",1,5,4.6,2025-02-21 23:02:48,,,4.6
564a4539-44c1-4c8a-8c36-4392def03757,Un Hak,https://play-lh.googleusercontent.com/a/ACg8ocJFgpRvBxCQwy8P5HRPAmJhL0TA8f4bcyrQYEkfG8zAR7AWFg=mo,No airport selection,1,0,4.6,2025-02-08 14:20:34,,,4.6
360cb4ef-17a3-4a04-8d8a-1d7fcefaa8e0,Ихсан Эаенури,https://play-lh.googleusercontent.com/a-/ALV-UjUC7GsaOmE0jvryWR5aWyL9SKrdBaUKw4_xVPcKHGlYzbWVj1w,Perubahan jadwal penerbangan dimajukan merugikan penumpang banyak 👎🏻,1,0,4.6,2025-02-07 11:13:24,,,4.6
b5d59cf9-ec16-4e80-95ab-2e8745e35c8f,Mr Sedgwick,https://play-lh.googleusercontent.com/a/ACg8ocJn9ri_uf0zYFIKONb-uMoF0xoQ8_MZux3n9_vPBVAcplEIHg=mo,"Doesn't work! Just hangs when selecting airports, when booking.",1,1,4.6,2025-01-22 03:51:36,,,4.6
51f41011-e12b-48c5-8dc1-3f928a5ba9e1,Mauritia lein,https://play-lh.googleusercontent.com/a-/ALV-UjUtbkP2T0W1m0yZYoCg-xw7bpaVaEaEkfTC1js6s5MplK-Y1IIQ,Very good,5,0,4.4,2025-01-08 22:16:49,,,4.4
8bc367fc-ba97-4a13-95a5-2a80c469f292,andi Haris,https://play-lh.googleusercontent.com/a-/ALV-UjUijRuKCIcJC8UJjvSgCnEQ7hQhtvHLvboSZ3QlmPWvi93ZGLqY,Bagus,5,0,4.3,2025-01-03 13:55:12,,,4.3
d953b6b7-fe9f-46c9-8796-92e7728b3897,Andang Prananindya,https://play-lh.googleusercontent.com/a-/ALV-UjUR8TnTjwD6b9vylPg2oQjPA1ba3ktge2EYcQwsx9Wrx1EycVA,"Muncul tulisan : no flights found, belum bisa dipakai buat booking",1,0,4.5,2024-12-29 15:20:56,,,4.5
2428532e-09bb-49a0-881d-3c407fc466ef,T 42,https://play-lh.googleusercontent.com/a-/ALV-UjVTYrP2ZIV4yecig-acRtkoCVbAwdDhkCvz7R2OArGYGDvEeuc,Trash airlines. Nobody should buy their tickets at all,1,0,,2024-12-17 11:13:25,,,
a2f44a23-34bc-46e0-af08-f33f4911e880,Kevin C,https://play-lh.googleusercontent.com/a/ACg8ocJFeHou9eauY81KEDm8AutgCKCOCqeMeN5YOjnqkFCqdTteVQ=mo,Totally worthless. I downloaded this app hoping I could use it to manage my booking but you cannot and can't even use it to check in. There are exactly zero features that work. I have since deleted this worthless app from my phone.,1,0,,2024-12-17 09:25:01,,,
ee7b8d40-8a97-470f-8fd1-ed4a2dceefdd,Imanuel Gurusinga,https://play-lh.googleusercontent.com/a-/ALV-UjX304AJepUTDcYRJE3buLxrfIE3xcvSwQPqr-aGZRsUnw79ip7F,Ntah apa yang bisa dilakukan.,1,0,,2024-12-10 14:02:19,,,
36b708b8-48c0-4641-9722-fc515e4b899c,Pita Sri Ayu Sitorus,https://play-lh.googleusercontent.com/a-/ALV-UjXqPDh_jrm2raYTrd_kaf8ggL8VhOrkdhLHlpH6RKlru_5-Y2UI6Q,Kenapa status ketersediaan maskapai di aplikasi lion air dengan di aplikasi tiket dan traveloka berbeda? Di lion air -> tidak tersedia penerbangan Di tiket dan traveloka -> maskapai lion air tersedia Ini apk ga sinkron apa gimana 😂,1,0,4.5,2024-12-05 13:41:59,,,4.5
088a4dd7-eefa-4741-bf2a-57cceee08d06,Dew M. Chaiyanara,https://play-lh.googleusercontent.com/a-/ALV-UjUPan8gv4x2MMrUF81sLuzhVLA-cmeHFkCrVW4N3pVzZssxxx9T7Q,Completely useless app that doesn't allow you to do anything at all. Serious waste of time.,1,1,4.4,2024-11-20 17:55:51,,,4.4
8f941269-7914-42a4-8d22-b6e120eae424,Pushparaju Kertanayan,https://play-lh.googleusercontent.com/a-/ALV-UjX0rGjORD9Vq198lT67FQxE5vs5EXERI_DGrhgU0B8slFzvq8MW,Good service,4,0,4.4,2024-11-17 14:39:09,,,4.4
bca0095c-c53e-4b73-8a01-abcf2b5ca723,Senn Pintar (Om Dinar),https://play-lh.googleusercontent.com/a-/ALV-UjVrlRrpoVDkiqixokObme6_klcD4HhHKRj1eq6y7lX93zCTK_dR,Delay is the best character for lion air.,3,0,4.2,2024-11-11 18:40:04,,,4.2
96e825cb-342c-4eab-8692-151d1f163aeb,Hairul Lana,https://play-lh.googleusercontent.com/a-/ALV-UjWlvShMBI6Cz_3lWn6fz3uZsd8b10dHzglJm-sl51VA-LtLlGQL,"Pemesanan mudah, metode pembayaran variatif tidak seperti Super Airjet yg cuma support BCA VA",5,0,4.4,2024-10-24 16:03:50,,,4.4
6c67c0ab-a5ff-4642-bd8f-a4364d495156,David Yii Hing,https://play-lh.googleusercontent.com/a/ACg8ocKaYZraKNJJuZ0HXYQCjN6eHgExS6uv2edNgn9h5DuCygn-NQ=mo,Okay,4,0,4.4,2024-10-13 04:54:56,,,4.4
380fc54a-e832-4142-829e-470b896fa07a,dartagnan2907,https://play-lh.googleusercontent.com/a-/ALV-UjXYl_2FnEN-rTuN5ivwHCsTGRHmn9zna9AC_XJLa_Q47zfGVdAV,Zalim. Penjajah di negeri sendiri. Banyak terpanjat doa dari rakyat,1,0,4.4,2024-10-06 06:24:50,,,4.4
749d80a7-82e0-4c88-a3e1-db507a98568e,Alex McEnteer,https://play-lh.googleusercontent.com/a-/ALV-UjXsaajqY3y4EkAgyRUCk-jm3P8AEPGpZrqEGCirGrvQhbd1r54,Terrible customer service. If something goes wrong you will find yourself on WhatsApp waiting hours for a response that may or may not come. Try Batik air or some other provider to save yourself problems.,1,0,4.3,2024-10-02 09:30:20,,,4.3
0cdd84e2-0bb2-4b52-89a7-e5fafb28edd9,B Yani,https://play-lh.googleusercontent.com/a/ACg8ocJ6tTO58O_0NrSir7WFyz0TN1tg7DTC8zJCEZVgZqgin3ERTg=mo,proses payment by credit card/atm to slow must improve and Thank,3,0,4.3,2024-09-27 06:08:13,,,4.3
b10a0ad5-44a1-499b-98ae-a5907f5d0249,B G,https://play-lh.googleusercontent.com/a/ACg8ocKtv53h7WOXqzhI0QRfaYnHRY0sukTfXKMYeBSlP6H8ag2tUg=mo,"The website is useless, cannot book add on, useless website",1,0,4.3,2024-09-12 18:05:18,,,4.3
2dc8eb70-cf71-401f-a531-6cae5626862a,Ak DRN,https://play-lh.googleusercontent.com/a-/ALV-UjWKNTYEZvqVEL4hUAzWc88Sr5xGadX71KThF_nRDRPJGjpcy9-XUQ,awful as the airline itself,1,0,4.3,2024-09-11 10:01:36,,,4.3
5ce61251-7979-45ea-8ef2-2a65fe1fbb03,George Popescu,https://play-lh.googleusercontent.com/a-/ALV-UjVMiYAX4CMH-jZQs5_M3GKnItIZVTT_kabpsnoUpc4cwSgoyGw,Does not work to search flights.,1,0,4.3,2024-08-31 16:39:29,,,4.3
c8a92c83-8172-4849-b27f-49078962e625,sohar minia,https://play-lh.googleusercontent.com/a-/ALV-UjXqgI2CcJscnVrk2HAnPGujel9bVliUKFJ2Js0uKse7tj3yMJx8Iw,"Cuma download utk ksih bintang 1 aja Setiap pesan lebih sering cancel dripada benar nya. Udah ganti jadwal, delay lagi. Nunggu begok disini!! Rencana jadi buyar semua. Ga batik, ga lion, ga wing, ga super air jet semua sama aja!",1,0,4.3,2024-08-31 06:38:34,,,4.3
bf954df3-b8f8-4b66-a1ea-db8905258cac,Mord celebes,https://play-lh.googleusercontent.com/a-/ALV-UjVu_v9C_j1UQ5vZFHddnNY3XEd6HTeh5_G2eshaa0_nt9zt2SLd,fast respinse,5,0,4.3,2024-08-26 21:27:18,,,4.3
0f3b611e-7d52-4ac5-802a-8a438717c072,Sahat Marulitua,https://play-lh.googleusercontent.com/a-/ALV-UjV86Ho-963mDcQhmc3XEryEyKBSGiQTg_O1gDU5ucnjwZwHOAw,This app cannot be open since yesterday. What happen?,5,0,,2024-08-23 14:13:45,,,
40edc749-fa20-436c-add2-de73e14832e9,Tito Franky,https://play-lh.googleusercontent.com/a-/ALV-UjWid6vIKUJ9_sEsuCtXxIbhWNHkXOm7AVA3XqKAdH62l0Ms299H,"Respon support agen bernama Asep Abdul Rachman tidak memberikan respon apalagi solusi, pecat saja lebih baik, tidak sesuai bekerja di bidang pelayanan",1,0,4.3,2024-08-17 16:22:55,,,4.3
4f6627fd-ed02-40f1-8714-282fbbb534af,hendra p. winarto,https://play-lh.googleusercontent.com/a-/ALV-UjViqbbznex3LXr16eFGOOIymQBf4jp8riMTTLQctdcTNpIrGAo,"worst airline ever... prepare the worst... times 1000. and lower ur expectations to the lowest level times 1000. this airline just cheap and have many flights. slow response, no call, wa call slow, web keep looping. just prepare for your worst day ever when dealing with them. times 1000. this is a nightmare... times 1000. try to avoid at anycost. if only they have minus 5 star... times 1000. this is disaster. they just cheap and many.",1,15,4.3,2024-08-02 05:52:39,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-02-02 09:57:31,4.3
dc4e6e9b-e1f9-4d25-8eb6-a6c7c1bda8e8,Cristina capitas sanchez,https://play-lh.googleusercontent.com/a-/ALV-UjUmCZjE-jwVnbGfOPFNQBZdlmlvkcpr6MSwXXnA77OaLDYHME3_,App doesn't work,1,1,4.3,2024-07-22 06:52:07,,,4.3
107ec68a-2082-4dad-94a3-5669301d924c,M2F M,https://play-lh.googleusercontent.com/a/ACg8ocKrXkf-dlxa-7xoSK06zaS53VvlXjJue36V8d67JFwM09xhvA=mo,Worst airline ever didnt even let us check in at airport,1,1,4.3,2024-07-20 19:13:38,,,4.3
826524c6-f3db-4330-ac80-6c98bf9e3b5a,Lt Kol Azwan Maat,https://play-lh.googleusercontent.com/a-/ALV-UjVa3DksxQQ1kqSdBv20QSPN0KlajZx3EcR-jcH1qMpqZJ8FlE-dnQ,good,4,0,4.3,2024-07-17 06:16:11,,,4.3
c61ef12e-cf26-4131-bc61-db5b099ba625,Bhagwandas K,https://play-lh.googleusercontent.com/a-/ALV-UjWb6C2CDCg-jqLkPRAlueOF8yPWsZy6hX6RSxh2nNf03oRbjlqZ2A,Form three months I am traveling Thailand by lions airlines,5,0,4.3,2024-07-16 19:07:55,,,4.3
a0d64649-6b19-4a7d-b666-a2f8c66c7157,Lucky “Tonny” Star 77,https://play-lh.googleusercontent.com/a-/ALV-UjWF7GFUCh_rHlqHFqJul7oJJpWfEx1-7U3F31g8W8ElzA2N0Gom4w,"Pesawat hobby nge-prank, langganan delay",1,1,4.3,2024-07-12 00:54:22,,,4.3
2f9efd5e-659a-4aaf-8b6f-d91a3c3765e0,Lana Paschetta Angelita,https://play-lh.googleusercontent.com/a-/ALV-UjXDV84LYTketjlaOEf4skjsXa2L0wqT-UYYJ6zXkAe1f40YwB0,I can book flight easily,5,2,4.3,2024-07-08 20:32:17,,,4.3
7b47fd5c-bb6a-4d07-a561-c8e3cdb630a3,Hanif,https://play-lh.googleusercontent.com/a-/ALV-UjXAYJ3IrMnAbAE5nbyvs9YM95_EDSN38BwPdWu3B88Z0fzR_Hh_,"Pesawat sering reschedule, reroute, delay seenaknya tanpa ada kompensasi. Lebih baik pakai maskapai lain",1,0,4.3,2024-07-03 21:37:16,,,4.3
8da7de34-3d1b-4383-9387-e235f924290e,Arata Panna,https://play-lh.googleusercontent.com/a-/ALV-UjUErdcYeLcwocdWiNjq_CTMWU7hGaVAtzOsvPP1t6lToYplYaJ5,"Already book a flight, already paid, our scheduled flight appeared but when we checked-in it said that our flight numbers not detected and worse canceled, when we inquire from the staff at the airport they said just buy the ticket again",1,1,,2024-06-26 03:20:43,,,
02984474-04a2-404b-ace1-78d464877d19,Indri Pujilestari,https://play-lh.googleusercontent.com/a/ACg8ocKEzJsqK4FXqxFDUQN7w2xBS1g8xWFV5JOhaMhbOTd6RwclUzI=mo,"9/10 schedule are always delay!!! Bad cust care, very slow respon in WA, or even no response, Information in last minute.",1,1,4.3,2024-06-18 21:05:47,,,4.3
f9d88ad0-fb04-43dc-a248-47595734eef5,Sriyanti Ningsih,https://play-lh.googleusercontent.com/a/ACg8ocL3fmAcK9rSnO9FY1JvhkOMh-pqsXz6jw13Z5LF9XHdojGDFQ=mo,agak riber,4,0,4.3,2024-06-14 11:01:55,,,4.3
af279a64-ec8e-4b69-aef9-061a041cace6,Ronald,https://play-lh.googleusercontent.com/a-/ALV-UjU4oVI1p5pfboE1WaF9Nlf47Npb57u4CAOSieQJL5At_kBR87U,"- App does not work. Impossible to book a flight with the app. Click on 'Book Flights' - 'Select Origin' and then the app turns in a loop. Nothing happens. - Default useless replies to reviews: ""Dear valued customer, we sincerely apologise for the inconvenience. Request you to kindly send email to customercare."" To summarise: This company still sticks with booking by travel agencies. If you book a flight you discover that the app doesn't work. Can we rely on the condition of the planes????????",1,14,4.3,2024-06-11 10:29:52,,,4.3
db18c479-bd04-4d98-840f-1733786bd4a0,Hedy,https://play-lh.googleusercontent.com/a/ACg8ocKXYMv_nuqiv67tgAFldiZKN0sqYveN2onm8F8TeA4bY73yxA=mo,"Perubahan jadwal sepihak oleh lion, gak bisa ubah jadwal, walau diinfo bisa ubah jadwal gratis.",1,0,,2024-06-08 12:49:04,,,
9bdda63e-fee3-49e6-a93e-2e56d0b98491,Adhyatmika,https://play-lh.googleusercontent.com/a-/ALV-UjU5mUmRq1QUOkKshIq_LqfRYK1QEaVIycr6D_-s2zi3F2313ZNi,"Lion Air, OYO, all the reds.. I'm sure y'll realize that y'll the worst, so unprofessional scam. Y'r all lucky bc ur resepective government back u, so u're like untouchable while doing very bad practices. I know Im no one, can do nothing about it. At least I say it all here.",1,2,4.3,2024-06-02 05:17:30,,,4.3
e5388816-476b-447b-b069-876008d9c91a,WADIHANA JB JOHOREAN,https://play-lh.googleusercontent.com/a/ACg8ocLYPX_MbthEv0XChwCqKphPzWQKAhTJ1HmrdIdaZxVp89g8Jg=mo,VERY EASY AND SIMPLE ENTRY,5,1,4.3,2024-05-31 14:05:53,,,4.3
c6f5664c-06f0-43cd-812d-89683a2998f8,Tommy Chan,https://play-lh.googleusercontent.com/a/ACg8ocLkOTD6ecPR1MESqWY8FMCx_ATpXh7Ux3Qt1tBFww3PmbIPSA=mo,Good...,5,0,4.3,2024-05-31 13:04:26,,,4.3
a921ea16-c6c8-4cd9-b43c-052270f8e41b,kok kee Seck,https://play-lh.googleusercontent.com/a/ACg8ocKf7EE2QZ2xdvAd_uRxfRBrZvguDm9VRDbI_JCYfnSabG7knA=mo,very good,5,0,4.2,2024-05-25 15:24:27,,,4.2
13679002-9122-4400-85e1-fdd121d2d7a5,Kim Gransch,https://play-lh.googleusercontent.com/a-/ALV-UjVnDZ6ZXwvEqqhmUYzqZ508jUFVorCOuyn3jO12DIo2Re2neEM,Expect delays without updates. Enjoy the wait in an Indonesian airport with non existent air-conditioning Why would I respond to wedontcare@lionairgroup? Are you suddenly going to buy enough planes to cover scheduled flights and maintenance outages?,1,0,4.0,2024-05-24 04:17:32,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:16:49,4.0
9ad590bc-40d8-49f8-81d5-6d65a240e7a6,William Boswell,https://play-lh.googleusercontent.com/a/ACg8ocJErZFYW_SUFG2Mud7ubPJUBS7yXUDqNosypKsTjIQgcqXI8Q=mo,"I had to download 2 apps to try and check in online and then it said that flight did not exist.... the term ""That's Indonesia "" is a excuse for being Lazy and not trying to fix the short commings of their systems. My advice is to leave as soon as you can and never look back",1,7,4.2,2024-04-24 06:57:54,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:22:46,4.2
c834659c-267d-4667-a1c7-37cfd78803ac,Mike Miga,https://play-lh.googleusercontent.com/a-/ALV-UjUVoeJbA-DfSGrVC5nf_xcIalFPqRZ7PlbJT0Ecy3CB9kasP2Kd,Limited features. No flight status!,1,3,4.2,2024-04-20 18:24:37,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:23:08,4.2
1484f524-8a4e-46a1-93bc-5d22f6a1b4b1,yit hui,https://play-lh.googleusercontent.com/a/ACg8ocLFEmDnSjmAmm9PErsJ-l6sHCmcs2fGNv1bZQGs1NgPIbIBrA=mo,apps always error,1,0,,2024-04-13 12:51:36,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:21:02,
ee229dcc-535b-44a1-913f-b8f511916c40,Gerald Carroll,https://play-lh.googleusercontent.com/a-/ALV-UjUoMgg3KUz1ctFOLspMYJTTwFO2rZuRu8-bXv9k-rMyRRUfsXBU,"Unless app, can't do anything in it",1,0,4.2,2024-04-09 23:12:10,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:20:52,4.2
19530300-f1fd-474b-a046-d184bcdbfa8e,Mufti Rabbani,https://play-lh.googleusercontent.com/a/ACg8ocIScH0oJRuVD4Nb7JmxFxTM_WDM9Okx-2CWwzDr_mkvz546Tw=mo,"Hubungi calll center katanya dialihkan ke whatsapp, ini aplikasi ga guna ga bisa check tiket yg di beli di aplikasi lain padahal maskapai nya ini. Begitu chat wa cust care nya ga ada balasan, diawal2 doang ada balasannya itu pun BOT yg jawab -_- tolong dong, cust ini cuma ingin konfirmasi perubahan jadwal aja kok susah banget siih. Ada teknologi bukannya mempermudah ini malah mempersulit hadeeh..",1,0,4.2,2024-04-05 06:43:03,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:24:59,4.2
91e8e46e-0d39-45ff-a600-8cc3e746e7e3,nandan namdeo,https://play-lh.googleusercontent.com/a/ACg8ocI8KGDk7A6jwDOTG4gVJuvPyBKP8GSv4GVdujSiUOKbyHTLCKE=mo,some time good response,5,0,,2024-03-26 04:38:08,"Dear Valued Customer, we are really glad that you like our services. Your support and voice are very important to us. Sincerely, Lion Air.",2024-05-23 07:31:43,
2e76b6d9-6de8-44d2-a795-48a3b8d04809,Mike Howard,https://play-lh.googleusercontent.com/a-/ALV-UjXBx_k4oju97pOo8k14wq6KEs4SdVLQ8wn5gTGZJd85S6XSKH860qA,won't let me use my visa. keeps failing,3,0,4.1,2024-03-17 04:15:30,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:28:42,4.1
1c198004-086f-4fd8-a382-436bf15e466f,Karen Venuto,https://play-lh.googleusercontent.com/a/ACg8ocLNEvHmiFPU5yu9IQQoLP7eFr54RWWpM5lqt70UHw2Tlskqrtl-=mo,This is not working. How can I trust a airline if a similar app doesn't work. Trying to book my seats not working,1,3,4.1,2024-03-16 09:16:09,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:29:04,4.1
3a259ade-a072-403e-af80-3d68cbe341d2,Cold Winds,https://play-lh.googleusercontent.com/a/ACg8ocKxtOg6c7DGyYxhhmoODqXhEYhzPKvP44qcResIONyzi3mx9A=mo,"App id completely useless, can't even search for a destination",1,3,4.1,2024-03-14 16:53:31,"Dear Valued Customer, we sincerely apologize for the inconvenience. Request you to kindly send email to customercare@lionairgroup.com. Sincerely, Lion Air.",2024-05-23 07:29:13,4.1
3918f7a9-d072-41e8-a469-4290c60f79cf,Mardiansyah Adi,https://play-lh.googleusercontent.com/a-/ALV-UjW23AfkXxcx10TAkqRP7Iz2Kd5vWJIKTCd5NFBmp9ADoqF1KpiISA,very usefull,5,0,4.1,2024-03-05 13:47:41,,,4.1
7d28be9b-bb5f-45e0-be75-1e776be10266,Abduaziz Alaskary,https://play-lh.googleusercontent.com/a/ACg8ocLK1AgSaKqHIt37uVyxxLr2IxuGMuKXIxcmLFhfo_sdo8xzKQ=mo,Stupid app nothing is there or unclear to use,1,0,4.1,2024-02-26 12:23:07,,,4.1
c0cbb290-10ae-41c6-bcd8-07e383a8eef0,FightBack Combat Academy (chennaimartialarts),https://play-lh.googleusercontent.com/a-/ALV-UjVv-pjju1160ExODuz9JqP5iN81f34a0iyc8KBaAor834B3DEGx,Cannot find my booking,1,0,4.1,2024-02-21 05:25:33,,,4.1
6d7bc672-41dd-489f-b894-1b057908f4c2,Ayub,https://play-lh.googleusercontent.com/a/ACg8ocIy7s4NiILoCcK-OkQkGo8dCrks2WwNDgtbmWQ6bxL7i8ZJaw=mo,Slowness.. Lagging,1,0,4.1,2024-02-20 03:39:59,,,4.1
55772881-9bf2-48eb-b24a-cae8cab313ba,Arief Abiota,https://play-lh.googleusercontent.com/a/ACg8ocL0PQ14vEEj3bnfbQJ9LPgfEc_ZtVGYPUYMANnc4aB16XpFWQ=mo,cool apps to assist me booking ticket,5,0,4.1,2024-02-11 11:32:46,,,4.1
4168e152-7f65-4227-8498-214be87205ef,Fendy Chen,https://play-lh.googleusercontent.com/a-/ALV-UjVXtpLKKRPeIG39jqzz7peIHz5T7Yb9AKMyB9GNJ23PTEtnP6o,Bad flight always delay,1,1,4.1,2024-02-08 00:31:43,,,4.1
